,MMIN,CHMAX,2,4,5,6,8,adviser,amdahl,apollo,basf,bti,burroughs,c.r.d,cambex,cdc,dec,dg,formation,four-phase,gould,harris,honeywell,hp,ibm,ipl,magnuson,microdata,nas,ncr,nixdorf,perkin-elmer,prime,siemens,sperry,sratus,wang
0,0.25107383385349114,1.0,0.4896502294269204,0.7306384558671248,1.0,0.8944271909999159,0.7592569699389438,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.8744630830732544,0.6761234037828133,0.13107792101787952,1.0,0.4338609156373123,0.6324555320336759,0.8258005148093821,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.8744630830732544,0.6761234037828133,0.13107792101787952,1.0,0.4338609156373123,0.6324555320336759,0.7821357152192814,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.8744630830732544,0.6761234037828133,0.13107792101787952,1.0,0.4338609156373123,0.6324555320336759,0.7286885982619524,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.8744630830732544,0.47809144373375745,0.13107792101787952,0.8884648606022436,0.4338609156373123,0.6324555320336759,0.6712113404111031,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.8744630830732544,0.6761234037828133,0.1042775361625995,1.0,0.6135719910778963,0.6324555320336759,0.8621379348003944,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1.0,0.6761234037828133,0.07418769439623629,1.0,0.6135719910778963,0.8944271909999159,0.893257406934223,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1.0,0.6761234037828133,0.07418769439623629,1.0,0.6135719910778963,0.8944271909999159,0.9555788043699882,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1.0,0.6761234037828133,0.07418769439623629,1.0,0.6135719910778963,0.8944271909999159,0.9999999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1.0,0.9561828874675149,0.07418769439623629,1.0,0.8677218312746247,1.0,0.9999999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.4978523322930176,0.16903085094570333,0.7751181000200421,0.6191033164693684,0.0,0.22360679774997896,0.4008161731165832,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0.37661075078023687,0.2927700218845599,0.7751181000200421,0.6439078861841339,0.15339299776947407,0.22360679774997896,0.41195437047215927,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.6233892492197631,0.33806170189140666,0.30951484567032994,0.776929721204487,0.6183469424008422,0.22360679774997896,0.5928182884809559,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0.7489261661465089,0.33806170189140666,0.2647683294469624,0.8884648606022436,0.6183469424008422,0.22360679774997896,0.6808639180087965,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0.0,0.23904572186687872,0.7423459762433972,0.0,0.0,0.22360679774997896,0.11092437480817818,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0.37661075078023687,0.6761234037828133,0.6050015098290155,0.8884648606022436,0.0,0.4472135954999579,0.38295839698331585,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0.38080657134768614,0.46291004988627577,0.5607453561284991,0.5538594424089742,0.21693045781865616,0.4472135954999579,0.25030117528459256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0.37661075078023687,0.6761234037828133,0.5226676569331737,0.7013008767460469,0.0,0.5916079783099616,0.33450339047928773,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0.4978523322930176,0.47809144373375745,0.5226676569331737,0.5538594424089742,0.0,0.5,0.35660522172531445,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0.7893400266507692,0.9561828874675149,0.45827655023757885,0.7013008767460469,0.9139442639718566,0.6324555320336759,0.6505149978319904,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.5712867211513107,0.6761234037828133,0.5226676569331737,0.7384893393656065,0.0,0.5,0.3494850021680093,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0.7027622516643471,0.5345224838248488,0.5226676569331737,0.7359147053592394,0.0,0.5,0.3701813447471219,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0.6487017424990368,0.9561828874675149,0.5226676569331737,0.7359147053592394,0.0,0.5477225575051661,0.5035892923135616,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0.7027622516643471,0.9561828874675149,0.45827655023757885,0.7359147053592394,0.0,0.5477225575051661,0.5513311709485738,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0.12553691692674562,0.4140393356054125,0.7203527902311108,0.7306384558671248,0.0,0.22360679774997896,0.29178829281697455,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0.37661075078023687,0.20701966780270625,0.7203527902311108,0.5538594424089742,0.15339299776947407,0.22360679774997896,0.5303489201768059,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0.25107383385349114,0.2927700218845599,0.7203527902311108,0.7306384558671248,0.0,0.22360679774997896,0.3701813447471219,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0.25107383385349114,0.20701966780270625,0.7203527902311108,0.6191033164693684,0.15339299776947407,0.22360679774997896,0.3266062568876718,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0.37661075078023687,0.2672612419124244,0.7203527902311108,0.7013008767460469,0.15339299776947407,0.22360679774997896,0.554169737394419,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0.25107383385349114,0.2927700218845599,0.7203527902311108,0.7013008767460469,0.15339299776947407,0.22360679774997896,0.3266062568876718,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0.546757348778692,0.5855400437691198,0.09465173925593584,0.5973098310636693,0.8778315529155452,0.7745966692414833,0.829799656218372,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0.546757348778692,0.5855400437691198,0.09465173925593584,0.5973098310636693,0.8778315529155452,0.7745966692414833,0.8938482841449371,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0.6722942657054377,0.5855400437691198,0.2647683294469624,0.8203801098591821,0.4200840252084029,0.7745966692414833,0.36349936396813115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0.6722942657054377,0.5855400437691198,0.2647683294469624,0.8203801098591821,0.4200840252084029,0.7745966692414833,0.5105946495349689,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0.797831182632183,0.5855400437691198,0.2925821762834815,0.9319920015562684,0.4200840252084029,0.7745966692414833,0.6235773074405633,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0.797831182632183,0.5855400437691198,0.32535430006012633,0.9319920015562684,0.4200840252084029,0.7745966692414833,0.7699560422895588,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0.3723154153662721,0.23904572186687872,0.2647683294469624,0.5538594424089742,0.21693045781865616,0.22360679774997896,0.26143937264016875,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0.4978523322930176,0.2672612419124244,0.2647683294469624,0.6653945818067306,0.21693045781865616,0.22360679774997896,0.34212337375765617,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0.6233892492197631,0.2672612419124244,0.2647683294469624,0.776929721204487,0.21693045781865616,0.22360679774997896,0.5365535491677158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0.4978523322930176,0.2672612419124244,0.2647683294469624,0.6653945818067306,0.21693045781865616,0.38729833462074165,0.3184110487935871,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0.4978523322930176,0.2672612419124244,0.2647683294469624,0.776929721204487,0.21693045781865616,0.38729833462074165,0.38907562519182176,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0.6233892492197631,0.2672612419124244,0.2647683294469624,0.8884648606022436,0.21693045781865616,0.38729833462074165,0.41195437047215927,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0.6233892492197631,0.2927700218845599,0.2647683294469624,0.8884648606022436,0.21693045781865616,0.38729833462074165,0.46892604662557774,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0.6233892492197631,0.2927700218845599,0.2647683294469624,0.8884648606022436,0.21693045781865616,0.38729833462074165,0.49999999999999983,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0.4978523322930176,0.4140393356054125,0.5048753496760706,0.8421735952648812,0.2300894966542111,0.38729833462074165,0.5395906230238123,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0.4978523322930176,0.4140393356054125,0.5048753496760706,0.776929721204487,0.2300894966542111,0.38729833462074165,0.5395906230238123,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0.37661075078023687,0.11952286093343936,0.9482835040892802,0.3346054181932694,0.21693045781865616,0.22360679774997896,0.23856062735983113,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0.4978523322930176,0.11952286093343936,0.9482835040892802,0.7013008767460469,0.0,0.22360679774997896,0.26143937264016875,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0.37661075078023687,0.2672612419124244,0.7203527902311108,0.776929721204487,0.15339299776947407,0.22360679774997896,0.41195437047215927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0.37661075078023687,0.33806170189140666,0.6050015098290155,0.776929721204487,0.21693045781865616,0.22360679774997896,0.507120219557305,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0.3245082227117845,0.11952286093343936,0.9124625664344238,0.776929721204487,0.0,0.22360679774997896,0.3010299956639812,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0.25107383385349114,0.11952286093343936,0.9124625664344238,0.5538594424089742,0.0,0.22360679774997896,0.3010299956639812,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0.4978523322930176,0.20701966780270625,0.5174640762634392,0.8884648606022436,0.30678599553894814,0.22360679774997896,0.6808639180087965,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0.4978523322930176,0.16903085094570333,0.6050015098290155,0.776929721204487,0.0,0.22360679774997896,0.38907562519182176,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0.4978523322930176,0.16903085094570333,0.45827655023757885,0.6653945818067306,0.30678599553894814,0.22360679774997896,0.3184110487935871,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0.4978523322930176,0.16903085094570333,0.45827655023757885,0.8421735952648812,0.30678599553894814,0.22360679774997896,0.49999999999999983,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0.4978523322930176,0.16903085094570333,0.6283931404286055,0.776929721204487,0.30678599553894814,0.22360679774997896,0.5365535491677158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0.25107383385349114,0.23904572186687872,0.9452346902110688,0.776929721204487,0.0,0.22360679774997896,0.15051499783199057,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0.25107383385349114,0.23904572186687872,0.9452346902110688,0.776929721204487,0.0,0.22360679774997896,0.1839883926472971,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0.25107383385349114,0.23904572186687872,0.9452346902110688,0.776929721204487,0.0,0.22360679774997896,0.26143937264016875,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0.25107383385349114,0.23904572186687872,0.9452346902110688,0.776929721204487,0.0,0.22360679774997896,0.21298436613614052,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0.25107383385349114,0.23904572186687872,0.9452346902110688,0.776929721204487,0.0,0.22360679774997896,0.2821357152192813,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0.37661075078023687,0.5345224838248488,0.4896502294269204,0.4423243030112176,0.0,0.6324555320336759,0.38907562519182176,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0.6233892492197631,0.7367883976130072,0.3642801554592613,0.776929721204487,0.6135719910778963,0.22360679774997896,0.690105620855803,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0.6233892492197631,0.7367883976130072,0.3642801554592613,0.8884648606022436,0.6135719910778963,0.22360679774997896,0.690105620855803,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0.6233892492197631,0.7367883976130072,0.3642801554592613,0.8884648606022436,0.8677218312746247,0.22360679774997896,0.817574256848804,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0.25107383385349114,0.37796447300922725,0.4090266716826291,0.4423243030112176,0.0,0.38729833462074165,0.22614883549731518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
